clip,video_id,matches_label,description
VID-20250924-WA0017_clip_003.mp4,VID-20250924-WA0017,yes,"NEWS B-ROLL (Ch2 'post-concert injuries', Vine City MARTA, Atlanta): EMPTY station entrance/turnstiles - visually empty/calm, but heavy news graphics/domain contamination"
VID-20250924-WA0017_clip_004.mp4,VID-20250924-WA0017,yes,"NEWS B-ROLL (Ch2 'post-concert injuries', Vine City MARTA, Atlanta): EMPTY station entrance/turnstiles - visually empty/calm, but heavy news graphics/domain contamination"
VID-20250924-WA0017_clip_008.mp4,VID-20250924-WA0017,yes,"NEWS B-ROLL (Ch2 'post-concert injuries', Vine City MARTA, Atlanta): EMPTY station entrance/turnstiles - visually empty/calm, but heavy news graphics/domain contamination"
VID-20250924-WA0017_clip_009.mp4,VID-20250924-WA0017,yes,"NEWS B-ROLL (Ch2 'post-concert injuries', Vine City MARTA, Atlanta): EMPTY station entrance/turnstiles - visually empty/calm, but heavy news graphics/domain contamination"
VID-20250924-WA0017_clip_010.mp4,VID-20250924-WA0017,yes,"NEWS B-ROLL (Ch2 'post-concert injuries', Vine City MARTA, Atlanta): EMPTY station entrance/turnstiles - visually empty/calm, but heavy news graphics/domain contamination"
VID-20250924-WA0030_clip_001.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_002.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_003.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_006.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_007.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_045.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_046.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_047.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_048.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_049.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_050.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_051.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_052.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_053.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_054.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_055.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_056.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_057.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_058.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_059.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_060.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_061.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_062.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_063.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_064.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_065.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_066.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_067.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_068.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_069.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_070.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_071.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_072.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_073.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_074.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_075.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_076.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_077.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_078.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_079.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0030_clip_080.mp4,VID-20250924-WA0030,yes,"Mumbai CST station exterior + near-empty platform + empty train interior; very few people, calm"
VID-20250924-WA0032_clip_001.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_002.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_003.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_004.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_005.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_006.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_007.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_008.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0032_clip_009.mp4,VID-20250924-WA0032,yes,"Waterfront promenade (NYC skyline distant); handful strolling, families w/ strollers, low density, calm"
VID-20250924-WA0033_clip_001.mp4,VID-20250924-WA0033,yes,"Overhead grayscale plaza/atrium; people walking well-spaced across open floor, calm/dispersed"
VID-20250924-WA0033_clip_002.mp4,VID-20250924-WA0033,yes,"Overhead grayscale plaza/atrium; people walking well-spaced across open floor, calm/dispersed"
VID-20250924-WA0037_clip_198.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_199.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_200.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_201.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_202.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_203.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_204.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_205.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_206.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_207.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_208.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_209.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_210.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_213.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_214.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_215.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20250924-WA0037_clip_216.mp4,VID-20250924-WA0037,yes,"Night plaza before illuminated Bolshoi Theatre (Moscow) w/ fountain; a few people sitting/strolling, sparse/calm"
VID-20251025-WA0006_clip_001.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_002.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_003.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_004.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_005.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_006.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_010.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_030.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_031.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_032.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_034.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_035.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_036.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_037.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_038.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_039.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_045.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_057.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_058.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_059.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_060.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_061.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_062.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_063.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_064.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_065.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_066.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_067.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_068.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_069.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_070.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_071.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_072.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_073.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_074.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_075.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_076.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_077.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_078.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_079.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_080.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
VID-20251025-WA0006_clip_081.mp4,VID-20251025-WA0006,yes,"Montreal downtown/Chinatown walking tour; sunny quiet streets, very few pedestrians, mostly empty sidewalks, calm"
