clip,video_id,matches_label,description
VID-20250924-WA0002_clip_001.mp4,VID-20250924-WA0002,unsure,"Daytime clothing-market street; wall-to-wall packed crowd - looks dense (Crowdy-like), not 'few/moderate'"
VID-20250924-WA0002_clip_002.mp4,VID-20250924-WA0002,unsure,"Daytime clothing-market street; wall-to-wall packed crowd - looks dense (Crowdy-like), not 'few/moderate'"
VID-20250924-WA0002_clip_003.mp4,VID-20250924-WA0002,unsure,"Daytime clothing-market street; wall-to-wall packed crowd - looks dense (Crowdy-like), not 'few/moderate'"
VID-20250924-WA0006_clip_001.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_002.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_003.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_004.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_005.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_006.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_007.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_008.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_009.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_010.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_011.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_012.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_013.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_014.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_015.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_016.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_017.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_018.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_019.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_020.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_021.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_022.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0006_clip_023.mp4,VID-20250924-WA0006,yes,"London shopping street; pedestrians on sidewalks, moderate density, casual"
VID-20250924-WA0007_clip_001.mp4,VID-20250924-WA0007,yes,"Backlit street crosswalk; moderate casual pedestrian flow crossing, no urgency"
VID-20250924-WA0027_clip_001.mp4,VID-20250924-WA0027,yes,"Daytime jeepney street (Philippines); pedestrians walking/crossing near transit, moderate casual traffic"
VID-20250924-WA0027_clip_002.mp4,VID-20250924-WA0027,yes,"Daytime jeepney street (Philippines); pedestrians walking/crossing near transit, moderate casual traffic"
VID-20250924-WA0027_clip_003.mp4,VID-20250924-WA0027,yes,"Daytime jeepney street (Philippines); pedestrians walking/crossing near transit, moderate casual traffic"
VID-20250924-WA0027_clip_004.mp4,VID-20250924-WA0027,yes,"Daytime jeepney street (Philippines); pedestrians walking/crossing near transit, moderate casual traffic"
